left_foot_y,right_foot_y,left_foot_speed,right_foot_speed,left_knee_angle,right_knee_angle,height,width,height_width_ratio,frame,person_name
3308.621063232422,3183.432083129883,0.0,0.0,723.5044097900391,640.6075286865234,2573.3254623413086,174.94139671325684,14.709642832903628,0,devesh
3302.3153686523438,3184.9717712402344,6.305694580078125,1.5396881103515625,716.0794830322266,642.2467803955078,2576.3905906677246,166.07736110687256,15.51319561857555,1,devesh
3299.472427368164,3185.0269317626953,2.8429412841796875,0.0551605224609375,712.8364562988281,639.7746276855469,2572.1291542053223,165.652756690979,15.527234231323803,2,devesh
3298.564682006836,3191.9103240966797,0.907745361328125,6.883392333984375,702.1414947509766,638.3326721191406,2568.8477897644043,174.19969081878662,14.746569168349902,3,devesh
3299.6981048583984,3194.1382598876953,1.1334228515625,2.227935791015625,694.4320678710938,629.718017578125,2569.185848236084,171.61112308502197,14.970975086289844,4,devesh
3305.910186767578,3194.0249633789062,6.2120819091796875,0.1132965087890625,696.4595031738281,630.0222015380859,2575.8237075805664,173.82787227630615,14.818243322257288,5,devesh
3301.944351196289,3194.601058959961,3.9658355712890625,0.5760955810546875,693.9317321777344,647.5055694580078,2578.0472373962402,187.36590385437012,13.759425724543906,6,devesh
3302.0716094970703,3201.4258575439453,0.12725830078125,6.824798583984375,705.1519775390625,657.2179412841797,2580.5886268615723,189.0223503112793,13.652293618251472,7,devesh
3313.831787109375,3217.097625732422,11.760177612304688,15.671768188476562,734.0730285644531,676.5653228759766,2590.71533203125,188.72559070587158,13.727419383568783,8,devesh
3323.086166381836,3216.5755462646484,9.254379272460938,0.5220794677734375,754.7186279296875,680.2562713623047,2599.990825653076,189.16667461395264,13.744444315887472,9,devesh
3328.919219970703,3204.880142211914,5.8330535888671875,11.695404052734375,761.1367034912109,674.0654754638672,2593.696117401123,194.92754459381104,13.305949771264256,10,devesh
3328.008041381836,3181.6783905029297,0.9111785888671875,23.201751708984375,753.0507659912109,653.0101776123047,2591.139507293701,195.9567403793335,13.223018010392332,11,devesh
3326.924285888672,3183.8880157470703,1.0837554931640625,2.209625244140625,742.1971893310547,648.3670806884766,2587.561740875244,196.3461971282959,13.178568155228838,12,devesh
3326.4468383789062,3185.8433532714844,0.477447509765625,1.9553375244140625,706.8120574951172,630.8184814453125,2567.9470825195312,195.92056274414062,13.107083026670873,13,devesh
3323.654022216797,3191.1927795410156,2.792816162109375,5.34942626953125,702.2348785400391,627.1778869628906,2560.4273986816406,198.56011390686035,12.894973458177375,14,devesh
3315.788040161133,3196.7715454101562,7.8659820556640625,5.578765869140625,696.1056518554688,627.2465515136719,2547.9225540161133,189.8021650314331,13.424096366836238,15,devesh
3313.9480590820312,3213.8719940185547,1.8399810791015625,17.100448608398438,695.1253509521484,641.8773651123047,2546.543769836426,165.49774646759033,15.38718093865477,16,devesh
3315.8150482177734,3223.520965576172,1.8669891357421875,9.648971557617188,697.1829986572266,651.7900085449219,2549.4773483276367,157.28825569152832,16.208949213141754,17,devesh
3323.8833618164062,3244.325180053711,8.068313598632812,20.804214477539062,711.1997222900391,673.3078765869141,2558.2007217407227,147.83791065216064,17.30409142320583,18,devesh
3334.888458251953,3259.8568725585938,11.005096435546875,15.531692504882812,720.0501251220703,685.0062561035156,2587.576103210449,154.20942306518555,16.779623785484628,19,devesh
3344.472885131836,3265.0584411621094,9.584426879882812,5.201568603515625,725.7257080078125,688.3275604248047,2611.471996307373,134.95893001556396,19.350123745099406,20,devesh
3354.865493774414,3271.7820739746094,10.392608642578125,6.7236328125,736.5042114257812,695.6744384765625,2625.05916595459,134.99961376190186,19.444938343189584,21,devesh
3354.4210052490234,3274.203872680664,0.444488525390625,2.4217987060546875,735.1583862304688,694.3737030029297,2635.3112983703613,135.40567874908447,19.462339561502176,22,devesh
3364.1990661621094,3282.759246826172,9.778060913085938,8.555374145507812,739.8836517333984,698.5830688476562,2646.459560394287,121.6307544708252,21.7581447382132,23,devesh
3368.5315704345703,3283.9892578125,4.3325042724609375,1.230010986328125,735.7662963867188,688.2687377929688,2650.349807739258,114.87545013427734,23.071507486075372,24,devesh
3378.3274841308594,3281.033248901367,9.795913696289062,2.9560089111328125,739.2073059082031,678.6680603027344,2659.3484115600586,83.32700729370117,31.914603655291522,25,devesh
3385.100326538086,3258.2581329345703,6.7728424072265625,22.775115966796875,747.0240783691406,656.6008758544922,2668.4270095825195,42.10342884063721,63.37790253811867,26,devesh
3389.098663330078,3229.072494506836,3.9983367919921875,29.185638427734375,737.0647430419922,628.9073181152344,2672.300491333008,21.37415885925293,125.0248259559539,27,devesh
3389.809341430664,3210.1290893554688,0.7106781005859375,18.943405151367188,705.2925109863281,610.3596496582031,2670.9470558166504,4.946165084838867,540.0036209878472,28,devesh
3400.001907348633,3212.925338745117,10.19256591796875,2.7962493896484375,691.1631774902344,607.4070739746094,2681.7872428894043,40.573668479919434,66.09674065377313,29,devesh
3401.8553924560547,3212.5064849853516,1.853485107421875,0.418853759765625,696.500244140625,608.3198547363281,2673.5978507995605,103.98701190948486,25.710882558360122,30,devesh
3405.574264526367,3183.745651245117,3.7188720703125,28.760833740234375,705.4156494140625,602.2917938232422,2671.523094177246,115.091872215271,23.212091720780734,31,devesh
3416.048355102539,3140.112533569336,10.474090576171875,43.63311767578125,719.0469360351562,597.4200439453125,2674.145908355713,132.561936378479,20.17280360721897,32,devesh
3419.7010803222656,3109.1951751708984,3.6527252197265625,30.9173583984375,724.8582458496094,588.8408660888672,2668.447780609131,146.66297435760498,18.194420182033916,33,devesh
3423.867645263672,3091.696014404297,4.16656494140625,17.499160766601562,732.8883361816406,571.7566680908203,2665.616340637207,159.8571252822876,16.67499234663493,34,devesh
3432.7098083496094,3075.658493041992,8.8421630859375,16.037521362304688,740.9088134765625,552.2474670410156,2660.485324859619,158.31886768341064,16.80460051154343,35,devesh
3436.343994140625,3079.9051666259766,3.634185791015625,4.246673583984375,745.5221557617188,543.4025573730469,2639.801845550537,157.51819610595703,16.758710490658704,36,devesh
3443.980178833008,3093.9200592041016,7.6361846923828125,14.014892578125,746.9599914550781,547.6311492919922,2626.819496154785,157.18242645263672,16.711915927486437,37,devesh
3448.629684448242,3101.3040161132812,4.649505615234375,7.3839569091796875,751.7896270751953,551.3685607910156,2622.5742530822754,148.69857788085938,17.636848250045407,38,devesh
3457.7536010742188,3106.7232513427734,9.123916625976562,5.4192352294921875,761.6310882568359,558.2688903808594,2627.7084159851074,133.1559705734253,19.734063780009986,39,devesh
3464.0489959716797,3114.4470977783203,6.2953948974609375,7.723846435546875,768.1375122070312,565.9435272216797,2638.7016677856445,117.57718563079834,22.442293150912597,40,devesh
3472.7590942382812,3127.9561614990234,8.710098266601562,13.509063720703125,777.2165679931641,579.056396484375,2645.372543334961,119.30302619934082,22.173557768055822,41,devesh
3476.7068481445312,3144.7581481933594,3.94775390625,16.801986694335938,790.8876800537109,580.15869140625,2652.6727294921875,109.01853561401367,24.33230931374942,42,devesh
3475.6148529052734,3161.041717529297,1.0919952392578125,16.2835693359375,794.4158935546875,565.521240234375,2653.1556701660156,100.03270626068115,26.52288205871388,43,devesh
3473.733901977539,3167.427520751953,1.880950927734375,6.38580322265625,792.8574371337891,548.5139465332031,2653.007411956787,89.46317195892334,29.65474344208257,44,devesh
3468.127670288086,3174.4896697998047,5.606231689453125,7.0621490478515625,804.9954986572266,559.0006256103516,2655.234031677246,83.1954288482666,31.915624072566683,45,devesh
3450.956268310547,3186.8751525878906,17.171401977539062,12.385482788085938,799.7991943359375,575.8946228027344,2648.9633560180664,71.72995090484619,36.92966916333269,46,devesh
3422.0084381103516,3190.3617095947266,28.947830200195312,3.4865570068359375,782.2050476074219,593.9124298095703,2622.535800933838,50.83150863647461,51.59272017065442,47,devesh
3357.308349609375,3198.441925048828,64.70008850097656,8.080215454101562,741.8946075439453,632.1320343017578,2557.112216949463,41.61046028137207,61.45359122821855,48,devesh
3335.1475524902344,3234.8165130615234,22.160797119140625,36.37458801269531,730.2218627929688,667.9383087158203,2535.564250946045,9.158992767333984,276.838765501515,49,devesh
3329.0528869628906,3253.2579803466797,6.09466552734375,18.44146728515625,731.3095092773438,688.7750244140625,2527.059917449951,3.1191301345825195,810.1809826502111,50,devesh
3311.5454864501953,3242.6094818115234,17.507400512695312,10.64849853515625,718.2932281494141,680.0088500976562,2507.288074493408,6.782984733581543,369.64377379182355,51,devesh
3275.141143798828,3235.7615661621094,36.40434265136719,6.8479156494140625,680.4853820800781,672.6935577392578,2468.232936859131,7.228446006774902,341.46107400480895,52,devesh
3225.344696044922,3206.763153076172,49.79644775390625,28.9984130859375,631.4893341064453,641.6972351074219,2412.7636528015137,12.539606094360352,192.4114389754752,53,devesh
3192.81005859375,3203.2516479492188,32.534637451171875,3.511505126953125,598.9441680908203,637.9225158691406,2381.7645263671875,9.143285751342773,260.49328339294266,54,devesh
